ID,y
1,80.6410287402
2,95.7775339367
3,81.3948464136
4,77.8578009068
5,110.135680711
8,90.1091630977
10,110.332859015
11,92.8187544012
12,116.749701795
14,92.9726979501
15,116.707520958
16,106.23893821
17,98.2168460529
19,95.394341745
20,108.45103721
21,97.5444565039
22,117.659092708
23,98.1649619618
26,95.6587554089
28,94.749907728
29,98.1649619618
33,98.1649619618
35,95.9187633577
41,97.9574255977
42,92.9977335859
43,118.891590115
45,105.881354061
46,103.979441524
51,93.2415262669
53,82.5297625566
55,113.711404756
56,94.5164785993
57,106.261788238
58,94.2063611593
59,105.72344957
63,110.539711089
64,97.3788427877
65,107.139308157
69,94.3342183073
71,97.8641626431
72,104.207607193
73,94.0354320364
76,105.334910415
77,108.550991629
78,114.343105761
82,94.7191564914
83,107.139308157
84,95.3815749591
85,103.714677461
87,110.08764433
88,97.9574255977
89,112.207585649
91,94.1112388521
93,94.6033034776
94,108.322163128
95,93.6512838588
96,112.159712215
97,92.8364659153
98,111.525611416
99,94.2241777392
101,104.520460821
103,112.207585649
104,93.2037271141
105,109.481980683
110,97.314044312
111,109.730362306
113,112.116571236
114,92.2050221439
115,108.689069618
117,112.207585649
120,91.908560474
121,112.617633773
122,94.353265318
123,111.712180286
126,113.342221395
132,112.818360326
135,105.280228625
137,104.923345625
138,96.2574479347
140,94.3186454888
142,109.17672759
144,112.240863103
148,89.8777829542
149,110.562669808
155,94.2107489864
156,111.217523409
157,92.8364659153
162,111.048366128
163,96.1077529571
167,90.2926986913
172,118.891590115
179,112.362692585
180,94.5544387415
181,110.55874392
182,96.5336985354
183,112.207585649
185,112.207585649
187,112.187698929
188,94.7851008616
189,94.1709682092
191,92.9371279954
192,114.201871165
193,95.3596899626
194,112.585949162
195,90.6707731378
196,112.617930661
198,100.502554313
199,112.806428978
201,106.67550081
204,97.1111365414
205,105.78480097
206,92.8339861829
210,94.7342462587
211,104.520460821
216,112.173759734
219,116.645933613
220,94.6594669357
221,109.850129196
226,110.55874392
227,92.4384446378
228,111.052095128
230,110.137999697
231,92.8364659153
235,117.399672253
236,93.1767075063
238,109.667581052
242,107.318218821
243,94.2431275925
244,78.4979819179
245,108.855772333
247,112.570126353
248,91.656168662
249,92.370993941
250,110.468299329
251,93.1767075063
253,117.399672253
254,93.3694809468
256,95.9957380325
257,92.0850513186
258,112.224153109
259,94.2571499242
262,82.3811073765
266,93.7529253816
267,110.823491433
272,104.593118439
273,112.207585649
275,95.2941352396
276,117.073808735
279,95.7490725181
280,107.139308157
283,91.5818423888
285,111.118039498
288,112.207585649
289,95.851124883
290,106.642528625
291,95.5121567469
292,110.035072248
293,108.791758157
296,96.0811514596
297,111.851073681
298,114.597674589
299,94.8748087646
304,92.0069496137
305,81.2021299251
306,95.3690292917
307,110.648451823
311,115.73152773
313,110.813312748
314,92.0694431193
316,94.3503621508
324,92.0250616619
327,94.9360473801
329,92.3259030757
330,112.576740509
337,106.44079813
338,97.3729184737
339,107.047927266
340,96.7074582541
343,91.1311114993
345,116.603752776
346,91.3745763055
347,111.771591034
349,111.627244582
350,89.0679859829
352,112.563598486
353,90.9289461079
354,78.6780120884
357,94.8985625423
358,110.057382289
362,112.554778526
364,115.103808806
365,105.306557821
366,97.5320285675
367,112.017878518
368,96.6440193196
370,80.147445085
373,93.9346472828
377,92.248660875
378,110.104344884
382,105.490562688
384,111.207747401
390,94.5138788111
392,111.60551901
393,113.251677652
395,98.5674625781
396,107.456489682
399,79.1605650857
406,110.813312748
408,110.813312748
409,92.9632563601
410,77.8092469537
412,112.343144719
413,91.316122459
419,93.8267428291
420,110.30458386
421,91.1968533838
430,100.050921773
434,94.0807427219
436,95.9438045668
437,94.219869258
438,91.2971941612
439,111.080953356
440,94.4043853664
443,112.560936762
446,96.0941467458
448,94.5748786993
452,95.4805612936
453,106.303042972
457,106.510976365
458,94.6965593565
459,115.922915537
460,104.489796272
462,108.200440432
464,103.656711607
465,116.801585886
467,116.329005941
471,111.650649152
472,79.1486872998
473,95.6740491159
475,96.5875468884
480,95.4952773983
488,109.035541681
490,110.648451823
491,103.859497736
492,80.1456722477
493,94.8616784476
497,89.4824165571
498,113.569893865
499,95.3429512241
500,104.596909266
501,94.6306149863
502,109.459410081
506,80.299967737
510,106.055123799
511,90.8975076121
512,92.4907640011
516,91.2893056711
518,94.3010298554
519,111.493286638
521,89.8491248248
522,108.388006007
526,110.908407276
529,94.4890672921
532,109.723534667
533,96.4469507291
536,112.092649193
537,96.49503011
539,95.3161447782
540,104.709085279
541,96.3067396805
543,94.2606761121
546,113.164664658
547,94.1937415537
548,78.7177524691
551,93.2121413743
552,103.707569285
556,107.875024397
557,97.2887067165
558,112.017878518
559,96.6845753891
560,106.201595183
562,106.006397613
566,97.2370983108
570,113.569893865
571,94.219869258
572,107.29496043
573,94.9737253198
575,116.801585886
576,110.974958282
577,90.7824686658
579,91.2375577927
580,110.668679831
581,112.908068229
589,110.648451823
591,104.570475647
593,96.8755173609
594,109.241441791
595,94.8267547443
598,93.2451135594
602,112.116889919
604,112.595803343
606,109.73534013
608,96.8596390186
609,104.676113094
610,93.3642063549
616,111.123321999
617,96.1374813149
618,104.759125366
620,106.393937619
622,113.642017402
623,91.8514714226
624,117.415828763
626,108.959149584
628,110.827572969
629,93.3309992682
630,110.29365197
637,98.3975874782
638,105.988158532
643,96.2644237773
645,95.4952773983
646,117.323738729
648,99.6045532708
652,96.8538973921
653,94.2858136282
654,113.569893865
656,113.412162388
657,92.5226066016
659,98.1908147552
660,105.640508518
663,92.901091999
664,111.740779329
666,105.749437649
668,110.395516657
669,92.3940686386
671,97.8325928675
675,91.6947771355
677,92.9161866757
678,108.628223687
679,107.088166167
682,97.5234400783
685,105.471471802
687,96.9208298337
688,92.8965715624
693,111.957145338
696,94.8279221725
698,94.6539569961
701,97.209603972
704,107.75045613
705,117.212075969
709,113.042302889
710,96.3071736367
711,109.175950702
712,95.3923177058
714,108.388229865
715,92.1637362523
716,110.804104096
717,94.952972309
720,116.759405049
721,93.2484325416
724,105.999176688
725,96.4038915554
726,111.67625486
728,111.708510572
731,92.1726767104
734,106.249692715
738,93.5067803456
745,109.690015561
746,92.3166944234
751,77.9249881841
754,91.6770669937
756,93.0940800293
758,92.1573912629
759,109.731568702
761,117.875837725
766,96.848065554
767,113.09990816
768,92.0071236957
769,111.288026791
770,95.7462887575
771,80.3013245208
772,105.219211455
773,93.3018492772
774,113.342345219
776,111.363399674
777,94.3257024937
780,119.202894661
782,104.864737553
787,105.387658778
788,95.4717970513
792,91.8092905852
793,111.553713369
798,95.9660238714
800,90.2930941929
806,110.804104096
809,111.666103196
811,110.903958976
812,91.3136345007
814,116.95723816
816,105.370867672
817,97.4678140652
818,115.038121773
820,110.694418194
823,94.8851838146
829,91.0325293512
830,109.702990504
831,89.4774916907
834,109.298152911
839,96.0745750702
841,77.3432761597
844,104.031213651
845,93.7176917385
848,92.1626018868
850,94.0732709019
851,104.876253841
852,95.4301462421
854,93.4308714169
855,96.0042051243
856,107.178529404
859,102.800494203
861,113.342345219
864,94.9936189059
865,113.40828959
866,91.4769738313
867,91.3164020539
869,94.8117584936
871,89.2405674712
872,110.804104096
882,105.664668215
883,94.236394995
885,97.6369183499
888,94.992783098
893,109.903016001
901,108.849820331
903,104.015150009
904,93.8319995013
905,105.017355072
910,95.848762782
911,108.819312879
914,112.01749617
918,112.299155582
921,90.890740703
928,96.7860408458
929,105.342373831
932,95.0109399232
933,109.031990751
934,95.848762782
935,111.951190366
937,80.4790450357
939,95.0304610377
940,101.921205706
941,95.5904902626
942,106.063015082
943,95.1253728307
944,103.948893628
947,110.804104096
949,112.042379326
951,110.218057435
952,96.9804674705
953,104.015150009
954,79.1631882883
957,111.541754135
959,92.2259320523
960,117.413386732
963,116.95723816
965,110.804104096
967,106.365636058
971,96.7878472385
972,79.3205025852
973,96.6722758377
974,110.669868901
975,93.6163733611
978,121.331700506
980,115.251440035
981,95.7554305944
984,112.314245836
986,95.848762782
988,92.0071236957
989,110.317914872
990,106.690791695
992,108.849820331
996,94.3425493461
999,111.278861872
1000,93.138382219
1001,113.40828959
1002,90.6309496846
1003,111.363399674
1004,91.5186300118
1008,109.429737486
1009,94.7334217099
1010,109.333826144
1012,115.311524237
1013,88.1655565671
1014,109.477472573
1015,90.2302135686
1016,116.891293789
1019,92.5002545794
1020,110.968471496
1021,95.848762782
1022,107.714366708
1024,95.848762782
1025,79.6176017756
1027,95.3927925228
1028,104.81543595
1029,93.4956166565
1030,93.9432960739
1033,112.971417482
1036,92.1857440667
1037,109.638535538
1038,91.6811227698
1042,95.0304610377
1043,105.632325702
1044,93.4412110653
1045,110.769896592
1047,115.989000232
1050,94.5811893107
1051,109.837071631
1054,94.8522116296
1056,95.7554305944
1057,94.4012559204
1059,95.4051778916
1062,98.101990117
1063,105.735179921
1064,95.7554305944
1066,93.1330764423
1070,105.84164362
1076,110.336225029
1077,95.4014172552
1078,112.298149806
1080,111.397330385
1082,112.737314175
1083,95.0587274681
1089,110.408898647
1091,95.044667189
1093,95.6622657461
1097,96.2964619396
1099,89.8496787133
1101,95.900646873
1103,92.999238956
1104,109.504842045
1106,111.675515992
1109,95.4540516963
1110,112.751304688
1111,96.0786018839
1112,112.920345164
1114,93.6047149041
1116,95.4239496735
1117,110.954026797
1120,90.9274995944
1124,110.751313054
1125,93.4617030139
1126,110.403674928
1134,111.35635554
1137,92.0031489222
1138,111.226112649
1144,111.110416691
1145,95.0342911085
1146,92.2769794835
1148,93.7012296372
1150,90.7296664839
1152,104.083097742
1153,93.9057186936
1154,107.347853495
1155,95.1482894989
1157,93.0865943886
1162,95.0823451287
1165,112.202585151
1166,94.4566121479
1167,106.9065256
1168,96.0231866366
1169,102.852378294
1171,117.762860891
1172,97.3973265254
1173,102.852378294
1174,95.9334907964
1176,97.7553287165
1177,105.264912226
1178,95.1060989064
1182,110.414874886
1186,95.7028137625
1187,114.943242392
1188,92.7341825782
1189,119.254778752
1191,107.076882592
1192,95.1781453584
1197,110.864199504
1198,89.9546352101
1200,79.3805567635
1201,96.1196310578
1203,97.0519952878
1209,117.009122251
1214,103.144229567
1218,112.232725383
1222,92.9293807209
1226,99.5412488283
1228,95.710979516
1230,89.556590289
1232,78.3090133249
1233,95.3120593513
1236,115.876023397
1238,95.2697060952
1241,111.110416691
1244,103.822882089
1246,93.190041876
1247,114.377151811
1250,112.372433277
1251,92.637717078
1254,112.163127402
1255,96.231080897
1256,111.329140653
1257,92.342174306
1258,91.0430524382
1259,111.143388876
1260,97.153729187
1263,110.823016002
1267,78.8137028558
1268,111.293656083
1271,95.2770619136
1272,109.954900092
1274,106.758489028
1275,95.0823451287
1276,109.888955722
1277,91.9659798525
1279,92.2769794835
1281,95.3511900204
1282,92.7341825782
1283,111.814598202
1285,111.255116509
1286,92.9227477125
1289,110.948897288
1296,114.198883789
1299,90.4422657949
1301,94.3944334371
1306,90.9753481
1307,96.3252693861
1308,89.8315786305
1313,109.888955722
1314,97.3354201329
1315,112.751304688
1316,93.1345397576
1317,110.053816648
1319,92.4123190884
1323,94.735781298
1324,107.296166679
1325,95.9723360655
1328,107.165466527
1329,95.4843501289
1330,113.39422931
1331,93.5011782097
1332,104.72428434
1337,96.8648731722
1338,112.057706564
1339,90.056661189
1340,113.748423678
1343,111.269416701
1347,104.728559255
1348,96.8827436572
1349,106.399232037
1352,92.3807476655
1354,96.4472580864
1359,109.902156031
1360,95.0373825906
1363,110.15758483
1364,94.9835744456
1365,107.102134841
1366,97.8084924918
1372,97.7163346172
1375,107.647444327
1376,94.6527084232
1378,89.2002447399
1379,112.08787227
1380,96.0044150551
1381,102.956146476
1384,113.228616355
1387,90.546033977
1388,111.365379436
1392,75.721677933
1394,105.908283285
1395,95.1967218683
1396,111.124617294
1398,96.0490771459
1399,111.124617294
1400,91.8355174819
1401,93.2002527239
1403,97.5964748084
1404,113.241201171
1406,111.124617294
1407,93.8042833159
1408,110.926784184
1410,78.9174710379
1412,110.959756369
1413,96.4384234771
1415,97.4267481883
1420,110.926784184
1422,112.336493565
1423,108.068248812
1424,110.926784184
1425,99.208846377
1426,78.9174710379
1427,97.1557634699
1429,89.1727927201
1430,111.758268425
1431,96.3247183228
1432,105.295215533
1434,109.604604531
1437,95.723249554
1438,106.748172923
1440,111.810287722
1441,113.296816531
1442,95.2098670885
1444,112.281164367
1445,97.3576874926
1446,105.08321787
1448,91.4027159131
1453,94.2812368367
1454,110.959756369
1455,95.2819135404
1456,114.09395982
1458,110.959756369
1459,92.417809072
1461,95.0962998121
1465,90.546033977
1466,108.343924095
1469,94.8395494801
1472,94.2812368367
1474,95.1187056798
1477,112.780639056
1479,110.379044167
1482,90.8184820175
1483,77.9953177678
1487,95.4165560555
1488,113.881198411
1490,110.819684968
1492,109.920392988
1494,119.292602564
1496,106.882716818
1497,97.474829169
1499,97.8754994543
1502,94.3091935526
1507,114.199389311
1508,92.3807476655
1509,110.280127612
1511,92.4723466965
1512,111.268117839
1513,114.806946255
1514,105.210646379
1518,111.326313532
1519,91.52851045
1522,110.118605191
1524,79.5172971307
1527,95.2098670885
1529,91.8277921924
1532,106.010324993
1536,111.041146587
1537,117.112890433
1539,107.99244257
1542,112.022660678
1543,94.6527084232
1544,107.084558373
1545,83.8930119536
1550,94.4878474978
1551,107.254835315
1554,106.446474574
1556,104.186865924
1559,92.4459424881
1560,78.551727824
1562,96.033829771
1566,91.439072956
1567,110.539012146
1569,107.664468731
1570,112.859252421
1571,110.536312097
1574,92.3807476655
1578,105.020389826
1580,90.6629431784
1583,112.045911854
1584,92.3807476655
1585,111.640542874
1586,92.5727435404
1587,111.519051947
1588,91.0793651612
1590,113.952799181
1592,105.467914453
1596,112.311479519
1598,110.292128295
1599,93.9691442413
1604,112.512572157
1606,103.927923688
1607,96.4384234771
1608,106.557202362
1609,117.866629073
